Demand,Stock,CompetitorPrice,Season,DayTime,CustomerRating,Discount,HistoricalSales,Distance_km,SurgeMultiplier,Price
240,177,311.44,Festival,Midday,4.13,0.1,169,14.19,1.06,289.34
132,157,71.75,Normal,Midday,4.02,0.2,149,3.61,1.0,87.83
179,191,241.45,Wedding,Midday,4.47,0.3,159,10.48,1.0,189.32
177,174,233.75,Monsoon,Midday,4.86,0.0,119,11.21,1.0,240.06
196,130,278.02,Normal,Evening Peak,4.77,0.1,92,11.84,1.163,281.09
80,135,357.81,Normal,Night,4.13,0.0,117,18.06,1.0,348.68
195,141,105.65,Festival,Night,4.8,0.1,185,2.95,1.077,109.1
160,135,181.81,Normal,Midday,4.77,0.3,176,7.44,1.0,135.66
193,137,351.37,Festival,Night,4.22,0.1,175,16.39,1.095,335.07
110,218,460.52,Wedding,Midday,4.3,0.0,85,23.65,1.0,463.13
117,161,323.72,Festival,Midday,4.92,0.1,79,15.9,1.0,285.39
60,138,420.27,Normal,Late Night,4.72,0.0,137,22.2,1.0,448.18
250,132,510.5,Festival,Midday,4.79,0.1,199,24.24,1.431,522.85
165,217,421.25,Normal,Midday,5.0,0.0,143,22.21,1.0,441.31
63,76,509.13,Normal,Late Night,4.52,0.1,110,24.33,1.0,465.91
198,117,412.0,Wedding,Morning Peak,4.43,0.3,91,19.65,1.29,358.47
280,179,482.49,Normal,Evening Peak,4.84,0.1,187,22.29,1.205,463.87
89,123,276.16,Exam,Night,5.0,0.2,134,12.79,1.0,234.63
154,202,177.05,Wedding,Midday,4.06,0.0,119,9.29,1.0,198.12
210,198,493.04,Normal,Morning Peak,4.22,0.1,157,24.99,1.0,450.49
159,149,87.88,Normal,Midday,3.89,0.2,150,3.35,1.0,88.6
139,177,502.5,Normal,Morning Peak,4.44,0.0,90,24.0,1.0,499.91
101,132,249.61,Normal,Midday,4.66,0.1,99,11.34,1.0,231.48
264,110,104.41,Normal,Evening Peak,3.92,0.1,154,1.54,1.779,192.35
192,100,413.84,Monsoon,Midday,4.75,0.3,135,20.27,1.446,367.47
82,149,245.43,Normal,Midday,4.12,0.1,72,11.66,1.0,246.66
262,155,455.77,Normal,Evening Peak,4.09,0.0,157,20.17,1.291,470.29
328,131,89.35,Monsoon,Evening Peak,4.75,0.2,125,2.08,1.854,185.62
93,164,515.46,Normal,Night,4.05,0.1,117,24.38,1.0,466.39
103,124,347.85,Monsoon,Midday,3.74,0.2,95,17.1,1.0,301.93
73,174,50.0,Normal,Night,4.6,0.0,76,2.15,1.0,67.39
315,178,77.38,Normal,Evening Peak,4.25,0.0,206,1.11,1.347,125.02
160,165,313.08,Monsoon,Midday,4.78,0.1,121,15.26,1.0,299.62
113,216,466.72,Festival,Midday,4.63,0.3,76,24.44,1.0,398.01
150,187,287.04,Wedding,Midday,3.6,0.1,109,13.58,1.0,274.31
336,148,241.71,Monsoon,Evening Peak,4.83,0.3,142,9.49,1.693,262.37
206,145,464.16,Monsoon,Midday,5.0,0.1,180,23.53,1.104,447.55
124,150,493.27,Normal,Night,4.71,0.2,170,24.61,1.0,413.15
232,164,443.49,Normal,Evening Peak,4.73,0.3,137,19.83,1.1,351.6
95,90,366.08,Monsoon,Night,4.2,0.3,102,18.23,1.0,287.12
230,130,77.2,Monsoon,Morning Peak,4.11,0.2,119,1.05,1.344,98.22
76,154,202.25,Exam,Midday,4.38,0.1,77,8.53,1.0,194.07
193,196,464.44,Normal,Morning Peak,4.67,0.0,116,23.2,1.0,458.02
120,165,221.64,Normal,Midday,4.66,0.0,103,9.84,1.0,219.59
145,127,208.83,Monsoon,Night,4.12,0.1,130,9.03,1.0,198.07
124,120,301.73,Normal,Morning Peak,4.08,0.2,71,13.89,1.0,251.69
158,198,277.91,Wedding,Midday,3.7,0.0,121,11.75,1.0,263.41
308,151,490.67,Wedding,Morning Peak,4.56,0.2,174,21.61,1.533,469.03
179,212,90.41,Normal,Midday,4.14,0.1,188,2.96,1.0,93.54
105,77,362.36,Monsoon,Night,4.18,0.2,131,16.81,1.058,302.78
174,85,387.4,Monsoon,Evening Peak,4.99,0.2,79,17.73,1.531,404.66
163,103,438.02,Normal,Evening Peak,4.54,0.2,78,22.12,1.213,394.36
213,205,270.46,Wedding,Midday,4.43,0.0,140,10.98,1.0,235.89
87,144,183.88,Normal,Night,4.63,0.2,88,8.08,1.0,158.4
265,104,351.39,Monsoon,Evening Peak,4.87,0.3,128,16.04,1.881,388.66
166,262,367.54,Normal,Midday,3.65,0.2,134,18.4,1.0,317.7
200,198,124.97,Wedding,Midday,4.07,0.2,179,5.1,1.0,107.59
92,144,137.27,Normal,Night,4.21,0.1,128,4.8,1.0,113.16
187,128,141.5,Normal,Evening Peak,3.91,0.2,121,7.33,1.131,156.55
351,142,206.06,Wedding,Evening Peak,4.19,0.2,151,6.95,1.833,279.01
129,166,393.63,Normal,Midday,3.68,0.0,137,19.02,1.0,394.23
151,188,306.61,Normal,Midday,4.67,0.3,127,13.74,1.0,257.97
154,132,314.9,Exam,Evening Peak,4.09,0.1,82,14.15,1.0,275.98
175,170,84.72,Exam,Evening Peak,4.38,0.3,134,1.35,1.0,64.59
114,193,481.92,Festival,Midday,4.32,0.2,69,24.86,1.0,430.01
395,95,452.34,Festival,Evening Peak,4.52,0.0,133,20.91,2.992,764.25
159,210,259.93,Normal,Morning Peak,3.32,0.3,114,11.65,1.0,215.26
322,175,107.67,Normal,Evening Peak,4.48,0.3,175,2.61,1.396,139.89
135,110,393.3,Normal,Night,4.19,0.3,190,17.66,1.0,301.15
82,108,279.91,Monsoon,Night,4.46,0.3,81,13.84,1.0,228.03
139,157,353.3,Monsoon,Midday,3.83,0.3,102,17.26,1.0,277.32
160,146,342.49,Monsoon,Midday,4.47,0.0,136,17.26,1.0,345.52
118,127,149.31,Monsoon,Night,4.82,0.2,134,4.71,1.0,118.0
271,170,237.84,Normal,Evening Peak,4.38,0.0,131,8.89,1.225,253.55
139,259,63.11,Normal,Midday,4.01,0.0,162,1.43,1.0,64.67
110,169,463.75,Normal,Night,4.03,0.0,121,24.57,1.0,471.53
131,264,391.77,Normal,Midday,4.53,0.0,154,20.36,1.0,394.63
83,148,459.04,Normal,Midday,4.53,0.2,71,23.29,1.0,385.12
157,104,90.44,Wedding,Morning Peak,4.44,0.2,68,2.06,1.163,88.15
144,220,254.93,Normal,Morning Peak,4.28,0.0,83,13.01,1.0,264.87
246,180,360.85,Normal,Morning Peak,4.38,0.3,155,18.94,1.067,297.67
143,90,115.23,Normal,Night,4.27,0.2,178,3.49,1.216,123.55
195,150,407.79,Monsoon,Midday,4.15,0.2,171,19.65,1.02,349.81
152,210,338.97,Festival,Midday,4.6,0.0,100,16.54,1.0,342.13
101,97,494.66,Normal,Night,4.42,0.3,126,24.64,1.0,407.33
145,147,131.78,Normal,Evening Peak,4.82,0.3,69,4.38,1.0,107.37
341,77,383.95,Monsoon,Evening Peak,4.75,0.0,165,16.1,3.0,678.46
145,273,446.2,Normal,Midday,4.41,0.0,171,23.73,1.0,466.36
101,99,367.17,Monsoon,Night,4.54,0.2,101,18.85,1.0,327.97
179,92,242.48,Monsoon,Morning Peak,3.92,0.2,102,9.07,1.462,245.58
252,201,139.96,Normal,Morning Peak,4.27,0.1,186,3.86,1.0,123.34
258,184,502.75,Normal,Morning Peak,4.44,0.1,195,24.13,1.092,475.06
71,168,88.32,Exam,Midday,3.67,0.0,83,2.73,1.0,82.09
144,149,501.53,Normal,Midday,4.47,0.1,168,24.4,1.0,455.1
187,147,230.14,Normal,Evening Peak,3.92,0.3,110,8.28,1.001,162.85
187,84,464.56,Monsoon,Morning Peak,3.96,0.3,98,21.65,1.655,429.5
297,156,324.64,Wedding,Evening Peak,4.09,0.3,136,14.3,1.439,300.86
114,197,428.25,Exam,Morning Peak,4.29,0.2,102,22.9,1.0,383.68
316,141,262.04,Monsoon,Morning Peak,3.77,0.1,188,11.24,1.672,333.07
98,138,420.8,Normal,Midday,4.64,0.1,105,21.4,1.0,397.47
77,93,179.81,Normal,Night,4.37,0.0,93,6.72,1.0,169.35
82,88,267.62,Monsoon,Night,5.0,0.2,100,12.2,1.0,215.87
116,65,444.85,Festival,Late Night,4.42,0.2,145,21.31,1.346,418.23
149,139,122.34,Normal,Evening Peak,4.53,0.2,93,3.84,1.0,102.29
234,178,410.69,Wedding,Evening Peak,3.96,0.3,104,18.49,1.031,333.72
216,159,269.99,Normal,Evening Peak,3.83,0.2,111,11.48,1.061,240.85
280,175,315.85,Normal,Evening Peak,4.55,0.1,150,13.32,1.229,324.8
255,135,361.0,Normal,Morning Peak,3.86,0.0,179,14.9,1.428,411.66
85,234,164.48,Normal,Midday,4.56,0.1,83,7.62,1.0,165.73
156,136,117.64,Normal,Midday,4.98,0.2,149,3.31,1.0,83.41
142,238,62.03,Normal,Midday,4.68,0.0,123,1.45,1.0,65.48
97,185,223.62,Normal,Midday,4.53,0.3,114,11.34,1.0,183.83
222,144,192.67,Festival,Morning Peak,4.41,0.0,112,7.45,1.188,198.25
199,115,369.39,Monsoon,Midday,4.15,0.2,194,16.19,1.316,351.48
262,172,365.58,Festival,Morning Peak,4.25,0.2,121,18.18,1.176,334.73
53,128,278.67,Exam,Late Night,4.07,0.0,146,13.09,1.0,275.24
261,196,343.46,Normal,Morning Peak,3.77,0.2,172,15.86,1.044,304.88
164,136,313.04,Normal,Midday,4.31,0.2,180,14.46,1.0,257.9
174,91,84.25,Wedding,Night,4.74,0.2,159,1.11,1.439,124.38
124,260,413.75,Normal,Midday,3.78,0.2,143,21.2,1.0,363.22
155,223,81.49,Exam,Morning Peak,4.86,0.0,123,2.43,1.0,74.82
159,173,253.1,Normal,Midday,4.79,0.0,139,10.85,1.0,251.76
164,180,116.48,Exam,Morning Peak,4.46,0.1,125,3.66,1.0,87.28
238,120,352.14,Normal,Morning Peak,4.46,0.3,143,16.9,1.492,343.13
195,144,225.91,Wedding,Morning Peak,4.23,0.3,109,8.81,1.057,183.63
112,136,82.05,Normal,Midday,4.32,0.1,91,2.71,1.0,92.0
116,194,118.37,Exam,Night,4.11,0.0,151,2.09,1.0,92.21
196,118,170.17,Normal,Evening Peak,4.31,0.1,99,6.69,1.269,189.77
201,132,341.51,Festival,Evening Peak,4.36,0.2,93,17.01,1.174,318.98
188,132,363.14,Exam,Morning Peak,5.0,0.2,135,18.24,1.105,338.57
112,163,140.18,Normal,Midday,4.53,0.3,107,4.08,1.0,94.06
172,75,124.87,Festival,Night,4.22,0.0,184,4.34,1.699,234.92
271,148,351.12,Monsoon,Morning Peak,4.26,0.3,174,15.24,1.388,322.64
139,132,495.59,Normal,Night,4.01,0.1,197,23.97,1.0,455.44
229,120,329.08,Festival,Midday,4.08,0.3,140,14.27,1.44,287.24
188,82,392.21,Festival,Night,4.66,0.3,152,18.08,1.7,373.7
126,143,328.36,Wedding,Midday,4.1,0.2,80,14.81,1.0,261.23
91,137,116.18,Normal,Midday,4.05,0.3,96,3.52,1.0,100.34
163,202,484.56,Normal,Evening Peak,4.06,0.1,97,23.72,1.0,439.96
272,211,109.47,Exam,Evening Peak,4.01,0.0,212,2.73,1.014,94.78
185,153,395.74,Wedding,Midday,4.75,0.3,143,19.24,1.0,316.81
54,107,474.52,Normal,Late Night,4.36,0.0,93,24.5,1.0,491.21
329,130,203.26,Festival,Morning Peak,4.19,0.1,130,8.66,1.872,317.11
234,136,163.14,Normal,Morning Peak,4.31,0.3,133,5.12,1.311,153.28
176,208,311.5,Normal,Evening Peak,4.39,0.0,94,14.59,1.0,302.0
293,106,420.62,Normal,Evening Peak,4.0,0.2,173,20.08,2.031,505.45
40,132,486.91,Normal,Late Night,3.74,0.2,77,23.79,1.0,413.17
127,107,342.68,Festival,Midday,4.84,0.1,96,17.65,1.0,329.24
184,117,205.76,Normal,Morning Peak,4.7,0.3,111,9.06,1.207,189.46
234,183,310.85,Exam,Evening Peak,4.45,0.1,129,12.86,1.006,264.95
97,167,400.6,Exam,Midday,4.67,0.0,103,19.27,1.0,392.4
115,185,397.39,Monsoon,Midday,5.0,0.0,86,19.91,1.0,387.66
86,237,89.45,Normal,Midday,4.09,0.1,73,2.79,1.0,89.56
268,138,367.53,Normal,Morning Peak,3.85,0.0,167,15.73,1.465,424.29
116,132,497.36,Monsoon,Midday,4.56,0.1,105,24.22,1.0,460.04
110,130,408.13,Monsoon,Midday,3.71,0.1,87,19.85,1.0,381.74
280,169,73.31,Normal,Evening Peak,4.32,0.2,175,1.18,1.269,94.72
325,93,185.48,Wedding,Evening Peak,4.18,0.0,155,6.4,2.533,424.18
163,128,245.0,Monsoon,Morning Peak,4.57,0.1,101,11.68,1.001,234.52
308,96,386.74,Wedding,Morning Peak,4.11,0.2,167,17.95,2.336,507.26
152,118,316.36,Monsoon,Midday,4.78,0.1,132,14.33,1.01,299.21
272,93,132.4,Festival,Morning Peak,4.0,0.0,111,2.86,2.139,280.07
262,134,387.1,Normal,Evening Peak,4.58,0.2,130,18.72,1.474,407.48
90,66,412.64,Wedding,Late Night,4.03,0.0,135,21.13,1.056,409.25
208,132,149.51,Wedding,Evening Peak,4.52,0.3,86,5.94,1.21,145.84
183,174,91.4,Normal,Evening Peak,3.89,0.3,106,2.62,1.0,73.14
83,203,373.57,Normal,Midday,4.29,0.3,74,19.98,1.0,337.39
104,188,337.07,Normal,Midday,4.83,0.3,93,16.37,1.0,264.41
138,101,405.13,Monsoon,Night,4.35,0.2,122,20.28,1.063,350.58
59,100,295.61,Exam,Late Night,4.77,0.0,152,14.6,1.0,307.9
148,138,256.3,Normal,Midday,4.29,0.1,162,11.28,1.0,227.38
207,153,489.11,Festival,Midday,4.1,0.1,174,24.11,1.057,453.49
226,132,397.14,Normal,Evening Peak,4.37,0.1,104,19.72,1.305,425.59
135,204,227.39,Exam,Morning Peak,4.55,0.0,99,10.89,1.0,234.12
304,94,449.09,Monsoon,Evening Peak,3.54,0.2,141,22.78,2.353,554.05
144,127,496.2,Monsoon,Night,4.51,0.0,174,24.84,1.0,483.49
192,169,203.87,Normal,Morning Peak,3.92,0.3,113,8.4,1.0,156.05
70,146,435.11,Normal,Late Night,3.82,0.1,159,22.42,1.0,407.87
83,122,73.05,Normal,Late Night,4.52,0.0,194,2.09,1.0,66.73
132,171,143.01,Normal,Night,4.84,0.3,183,6.14,1.0,117.54
196,153,157.87,Wedding,Midday,4.39,0.3,126,4.86,1.007,121.32
130,99,201.47,Monsoon,Midday,3.76,0.2,124,9.56,1.026,180.83
168,206,331.72,Exam,Evening Peak,4.03,0.1,124,14.5,1.0,299.98
80,144,350.8,Exam,Midday,4.13,0.0,86,18.28,1.0,352.29
359,108,487.35,Festival,Morning Peak,4.38,0.3,174,22.67,2.419,542.01
172,160,134.81,Monsoon,Midday,4.27,0.3,164,4.81,1.0,102.04
210,96,349.15,Wedding,Evening Peak,4.5,0.1,76,14.88,1.63,387.51
253,130,325.65,Monsoon,Morning Peak,4.7,0.0,149,14.31,1.467,385.55
117,272,231.28,Normal,Midday,4.44,0.0,118,12.0,1.0,259.26
249,156,367.44,Normal,Morning Peak,4.66,0.1,163,17.67,1.226,370.85
315,127,332.03,Normal,Evening Peak,4.19,0.3,144,13.32,1.837,325.48
267,158,335.44,Exam,Evening Peak,5.0,0.2,184,14.2,1.291,298.28
361,91,493.39,Festival,Morning Peak,4.52,0.1,158,22.68,2.859,695.58
87,130,439.35,Normal,Late Night,4.57,0.3,194,21.65,1.0,345.3
248,88,333.09,Monsoon,Morning Peak,5.0,0.2,165,14.86,2.064,411.59
246,148,145.81,Festival,Evening Peak,4.34,0.1,110,4.75,1.271,171.39
158,170,453.18,Normal,Evening Peak,4.04,0.1,77,24.01,1.0,433.26
315,208,342.16,Normal,Evening Peak,4.82,0.3,162,15.94,1.171,277.59
313,116,458.22,Monsoon,Morning Peak,4.85,0.1,199,20.38,1.987,549.06
118,164,102.12,Normal,Night,4.36,0.0,122,2.32,1.0,89.0
97,127,428.21,Monsoon,Night,5.0,0.0,87,22.52,1.0,445.3
241,102,353.38,Normal,Evening Peak,4.27,0.2,151,17.64,1.752,419.06
213,229,361.62,Wedding,Midday,4.67,0.1,131,17.45,1.0,330.6
207,131,96.94,Festival,Morning Peak,4.91,0.0,92,3.64,1.213,149.47
231,112,386.75,Festival,Evening Peak,4.34,0.3,102,18.11,1.546,371.0
176,216,112.09,Wedding,Midday,4.48,0.3,113,2.84,1.0,82.85
178,146,86.92,Normal,Evening Peak,4.71,0.3,96,2.34,1.0,61.34
126,151,167.89,Normal,Midday,4.15,0.0,126,8.81,1.0,181.26
280,135,118.0,Normal,Evening Peak,3.97,0.1,163,1.56,1.556,158.35
154,131,152.76,Monsoon,Morning Peak,4.83,0.1,92,4.83,1.0,138.97
237,157,379.29,Festival,Morning Peak,4.42,0.1,96,18.43,1.166,374.93
242,154,432.78,Monsoon,Morning Peak,4.1,0.2,126,21.04,1.209,406.37
198,127,162.62,Normal,Morning Peak,4.34,0.1,109,5.31,1.199,176.91
132,191,413.33,Normal,Midday,4.5,0.0,155,20.76,1.0,399.86
288,150,309.25,Normal,Evening Peak,3.67,0.0,158,12.53,1.45,356.43
255,184,478.45,Normal,Evening Peak,4.59,0.1,132,23.99,1.081,450.57
274,122,159.61,Festival,Evening Peak,4.46,0.3,124,4.34,1.674,193.95
264,170,90.35,Normal,Evening Peak,4.96,0.2,154,2.29,1.196,92.68
83,192,433.17,Normal,Midday,4.21,0.2,81,21.28,1.0,371.93
150,203,223.57,Wedding,Midday,4.85,0.0,120,9.69,1.0,230.51
118,173,286.65,Normal,Midday,4.28,0.2,135,11.97,1.0,240.34
207,163,279.97,Normal,Evening Peak,4.36,0.3,123,13.28,1.0,241.76
169,114,441.81,Monsoon,Morning Peak,4.41,0.1,107,20.8,1.145,407.3
247,171,84.74,Normal,Morning Peak,5.0,0.2,156,2.82,1.121,81.24
388,95,350.68,Festival,Evening Peak,3.8,0.2,162,14.23,2.941,523.09
119,131,261.5,Wedding,Night,4.5,0.0,96,11.33,1.0,249.82
409,103,265.72,Wedding,Evening Peak,4.32,0.3,151,9.17,2.865,417.06
176,163,233.8,Normal,Evening Peak,4.29,0.0,94,9.36,1.0,211.23
222,110,484.12,Wedding,Evening Peak,4.53,0.0,111,23.33,1.515,547.28
153,255,159.69,Normal,Midday,4.74,0.2,173,7.43,1.0,150.13
288,149,273.45,Normal,Evening Peak,4.51,0.0,148,11.91,1.459,327.2
97,136,276.16,Normal,Night,4.79,0.0,101,12.83,1.0,273.16
72,252,334.07,Exam,Midday,4.2,0.2,76,18.28,1.0,312.84
176,237,271.03,Normal,Midday,4.28,0.2,155,13.46,1.0,241.71
163,231,347.09,Normal,Midday,3.9,0.2,132,15.91,1.0,289.34
130,173,232.45,Festival,Midday,5.0,0.1,104,10.57,1.0,221.47
85,92,332.84,Normal,Night,4.23,0.3,122,18.25,1.0,296.8
85,169,257.07,Normal,Midday,4.18,0.1,80,12.18,1.0,243.49
98,167,142.02,Normal,Midday,4.54,0.2,84,6.35,1.0,150.18
68,179,425.19,Normal,Night,4.74,0.3,71,20.61,1.0,340.28
84,256,364.6,Normal,Midday,4.02,0.0,71,19.37,1.0,387.45
145,144,347.48,Normal,Midday,4.77,0.3,123,16.06,1.0,265.26
142,130,281.46,Festival,Night,4.18,0.2,104,13.53,1.0,246.63
149,216,145.15,Normal,Midday,4.87,0.1,174,6.0,1.0,144.0
167,102,440.28,Normal,Evening Peak,4.08,0.3,83,21.84,1.251,381.09
306,160,112.58,Wedding,Morning Peak,4.59,0.0,132,3.33,1.446,185.61
259,215,243.6,Normal,Morning Peak,4.32,0.1,188,10.2,1.0,218.85
148,135,426.76,Monsoon,Midday,3.85,0.1,144,21.46,1.0,401.87
119,238,302.51,Normal,Midday,3.73,0.1,133,15.29,1.0,302.34
83,89,247.8,Normal,Late Night,4.0,0.1,190,11.53,1.0,226.89
54,148,408.85,Normal,Late Night,4.7,0.0,111,19.99,1.0,428.25
123,182,495.63,Normal,Night,3.52,0.2,149,24.75,1.0,439.76
157,188,168.45,Normal,Midday,4.43,0.0,173,5.53,1.0,162.17
50,76,89.2,Normal,Late Night,4.4,0.2,117,2.22,1.0,81.34
147,160,266.47,Normal,Evening Peak,3.63,0.2,71,12.11,1.0,227.46
108,257,154.19,Normal,Midday,3.98,0.3,89,7.9,1.0,141.05
228,162,350.97,Normal,Evening Peak,3.98,0.0,121,17.0,1.095,371.18
130,171,248.03,Normal,Morning Peak,4.32,0.2,88,12.86,1.0,239.01
192,186,253.38,Normal,Morning Peak,4.89,0.0,117,12.98,1.0,258.4
68,126,230.0,Normal,Night,4.73,0.0,90,9.52,1.0,227.69
222,91,167.15,Monsoon,Evening Peak,4.16,0.2,82,6.06,1.804,241.05
84,268,153.33,Normal,Midday,3.97,0.2,69,6.12,1.0,123.6
195,193,234.65,Monsoon,Midday,3.68,0.1,182,10.29,1.0,209.72
160,87,355.08,Festival,Night,4.15,0.3,125,17.36,1.388,331.86
151,188,191.92,Normal,Evening Peak,3.94,0.2,96,9.09,1.0,155.93
166,218,208.92,Wedding,Midday,4.29,0.2,153,8.82,1.0,178.34
290,117,294.16,Wedding,Morning Peak,4.3,0.2,162,11.2,1.835,347.66
171,251,541.93,Normal,Midday,4.11,0.3,193,24.78,1.0,412.6
47,72,89.86,Normal,Late Night,4.12,0.0,92,3.19,1.0,82.67
165,194,207.02,Monsoon,Midday,4.02,0.1,127,8.07,1.0,176.47
202,165,194.71,Monsoon,Midday,4.1,0.1,178,8.01,1.0,170.56
100,148,483.53,Normal,Midday,4.87,0.0,86,24.39,1.0,482.86
131,102,247.11,Normal,Night,4.51,0.3,143,10.77,1.006,199.54
158,128,303.56,Normal,Evening Peak,4.51,0.3,96,14.61,1.0,242.27
226,209,157.89,Normal,Evening Peak,4.7,0.2,109,5.76,1.0,142.38
168,132,91.11,Festival,Midday,4.67,0.3,143,1.31,1.0,57.03
202,202,219.32,Normal,Morning Peak,4.87,0.3,148,9.14,1.0,165.07
122,153,322.56,Normal,Night,4.54,0.2,178,16.34,1.0,293.34
121,79,362.33,Monsoon,Night,4.38,0.0,126,17.6,1.175,379.81
112,109,421.92,Normal,Night,4.06,0.1,141,19.09,1.0,376.33
134,169,415.55,Normal,Night,3.97,0.0,189,21.66,1.0,448.54
157,134,110.17,Monsoon,Night,4.65,0.0,167,3.77,1.0,99.5
414,86,149.41,Wedding,Evening Peak,4.26,0.2,143,2.99,3.0,365.47
88,147,400.8,Normal,Night,3.76,0.0,106,19.9,1.0,385.21
261,118,287.64,Normal,Evening Peak,3.46,0.3,155,11.46,1.65,289.34
142,162,455.13,Normal,Morning Peak,5.0,0.0,87,23.73,1.0,467.63
114,158,460.06,Normal,Midday,3.91,0.0,92,23.64,1.0,474.48
64,90,122.38,Normal,Late Night,4.03,0.2,136,4.4,1.0,94.3
110,255,309.21,Normal,Midday,4.79,0.2,123,17.59,1.0,292.28
124,184,68.19,Normal,Night,3.82,0.1,145,2.61,1.0,80.28
199,214,258.92,Normal,Morning Peak,4.51,0.3,117,10.68,1.0,190.99
102,206,401.7,Normal,Midday,5.0,0.3,120,21.2,1.0,335.03
96,201,277.75,Normal,Midday,5.0,0.1,99,12.06,1.0,253.59
139,137,97.26,Normal,Morning Peak,4.12,0.1,78,1.81,1.0,70.58
264,201,183.1,Normal,Morning Peak,4.3,0.2,169,6.77,1.031,156.86
190,181,113.78,Normal,Morning Peak,4.14,0.1,124,3.07,1.0,97.91
132,153,238.97,Wedding,Night,4.29,0.0,122,10.8,1.0,226.92
178,127,380.67,Festival,Morning Peak,4.82,0.1,72,17.72,1.089,338.63
122,141,347.78,Monsoon,Midday,3.74,0.0,119,16.85,1.0,337.47
228,162,396.06,Monsoon,Morning Peak,4.56,0.1,147,18.25,1.095,363.18
230,173,218.86,Normal,Evening Peak,4.22,0.2,146,10.21,1.041,209.36
252,170,191.69,Normal,Evening Peak,4.85,0.3,157,7.37,1.147,157.52
198,140,91.42,Normal,Evening Peak,4.83,0.0,112,2.37,1.099,102.9
117,176,480.8,Festival,Midday,4.14,0.3,87,23.6,1.0,376.65
262,90,131.41,Monsoon,Morning Peak,4.26,0.0,162,3.84,2.129,297.05
210,142,154.97,Normal,Evening Peak,4.66,0.3,103,5.28,1.144,132.27
85,129,53.87,Normal,Night,4.69,0.2,105,1.6,1.0,78.42
165,210,195.22,Normal,Morning Peak,3.31,0.0,104,8.61,1.0,200.14
137,171,414.31,Normal,Midday,4.66,0.1,137,20.65,1.0,387.11
186,177,213.04,Festival,Midday,4.96,0.2,130,8.97,1.0,180.3
201,113,407.08,Festival,Morning Peak,4.4,0.3,85,16.98,1.35,333.7
181,183,476.11,Normal,Evening Peak,4.68,0.0,116,24.17,1.0,487.45
121,257,449.95,Exam,Midday,4.81,0.2,145,22.42,1.0,389.69
193,129,150.03,Festival,Morning Peak,4.39,0.3,102,5.32,1.155,134.01
123,237,201.45,Normal,Midday,4.63,0.0,112,9.62,1.0,210.71
82,148,392.96,Normal,Late Night,4.31,0.0,176,19.03,1.0,392.63
100,94,472.52,Normal,Night,4.28,0.2,117,24.46,1.0,411.2
131,94,378.55,Normal,Night,4.04,0.3,146,18.18,1.081,301.87
85,195,173.05,Normal,Midday,4.37,0.3,87,7.05,1.0,124.85
160,128,128.59,Normal,Evening Peak,5.0,0.0,81,4.19,1.0,117.14
137,213,254.65,Normal,Midday,3.94,0.3,131,12.88,1.0,208.24
178,193,130.31,Normal,Morning Peak,4.55,0.1,124,5.63,1.0,145.45
120,172,156.83,Wedding,Midday,4.43,0.1,100,6.46,1.0,139.8
183,167,342.18,Normal,Evening Peak,4.89,0.0,89,16.23,1.0,340.07
150,191,281.4,Normal,Midday,4.97,0.3,165,13.36,1.0,215.81
133,96,120.25,Normal,Night,3.93,0.0,150,3.9,1.076,132.86
119,190,139.92,Exam,Morning Peak,4.07,0.1,99,4.69,1.0,128.13
166,134,75.44,Normal,Midday,4.09,0.0,197,1.47,1.0,59.78
126,135,162.04,Normal,Morning Peak,4.11,0.0,67,6.27,1.0,151.67
102,199,412.86,Exam,Midday,4.14,0.2,110,22.3,1.0,376.27
193,149,407.44,Wedding,Morning Peak,4.44,0.2,94,20.03,1.017,354.94
157,117,247.63,Monsoon,Midday,3.96,0.1,135,10.95,1.047,225.38
89,146,367.16,Normal,Midday,4.02,0.3,90,18.81,1.0,304.24
166,204,263.52,Normal,Midday,3.98,0.1,180,10.77,1.0,230.35
127,154,401.58,Monsoon,Midday,4.5,0.3,111,20.01,1.0,320.3
169,185,161.94,Wedding,Midday,4.27,0.3,134,5.37,1.0,109.15
194,150,160.03,Festival,Midday,4.2,0.2,130,4.66,1.016,112.55
243,191,115.7,Festival,Midday,3.96,0.2,153,2.87,1.002,77.63
85,184,166.04,Normal,Midday,3.66,0.1,80,6.8,1.0,142.97
149,91,112.08,Monsoon,Night,4.95,0.1,125,4.51,1.249,145.82
107,271,390.75,Normal,Midday,4.18,0.1,94,20.17,1.0,365.8
95,232,146.18,Normal,Midday,5.0,0.2,88,6.76,1.0,127.38
76,174,270.72,Normal,Night,4.61,0.2,106,13.39,1.0,243.62
100,180,407.22,Normal,Night,5.0,0.0,101,19.15,1.0,392.79
87,83,352.62,Normal,Late Night,4.7,0.1,140,17.25,1.0,342.92
160,102,164.11,Normal,Evening Peak,4.36,0.0,102,5.91,1.203,190.41
154,212,104.49,Festival,Midday,4.06,0.3,104,2.85,1.0,65.52
138,240,424.77,Normal,Midday,3.91,0.1,111,22.88,1.0,409.07
297,104,356.85,Festival,Evening Peak,4.75,0.2,140,15.93,2.094,437.3
42,81,355.88,Normal,Late Night,4.41,0.1,78,17.96,1.0,333.98
293,176,231.99,Normal,Evening Peak,4.55,0.1,185,10.26,1.274,266.15
